CUDA 1
feat_dict[0]["feat"]: float32
G.nodes[0]["feat"]: float32
Method: base
epoch:  0 ; loss:  1.4015649557113647 ; train_acc:  0.23214285714285715 ; test_acc:  0.21428571428571427 ; train_prec:  0.05803571428571429 ; test_prec:  0.05357142857142857 ; epoch time:  0.01
epoch:  10 ; loss:  1.3607066869735718 ; train_acc:  0.23214285714285715 ; test_acc:  0.21428571428571427 ; train_prec:  0.05803571428571429 ; test_prec:  0.05357142857142857 ; epoch time:  0.01
epoch:  20 ; loss:  1.329539179801941 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  30 ; loss:  1.3058803081512451 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  40 ; loss:  1.2893784046173096 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  50 ; loss:  1.277108073234558 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  60 ; loss:  1.2659965753555298 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  70 ; loss:  1.2529867887496948 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  80 ; loss:  1.2334134578704834 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  90 ; loss:  1.1981675624847412 ; train_acc:  0.42857142857142855 ; test_acc:  0.42857142857142855 ; train_prec:  0.10714285714285714 ; test_prec:  0.10714285714285714 ; epoch time:  0.01
epoch:  100 ; loss:  1.1254342794418335 ; train_acc:  0.5196428571428572 ; test_acc:  0.5285714285714286 ; train_prec:  0.36787819253438114 ; test_prec:  0.36904761904761907 ; epoch time:  0.01
epoch:  110 ; loss:  1.0031853914260864 ; train_acc:  0.6535714285714286 ; test_acc:  0.6357142857142857 ; train_prec:  0.319047619047619 ; test_prec:  0.3098845598845599 ; epoch time:  0.01
epoch:  120 ; loss:  0.9035454392433167 ; train_acc:  0.7785714285714286 ; test_acc:  0.7428571428571429 ; train_prec:  0.6259016393442622 ; test_prec:  0.6112862547288777 ; epoch time:  0.01
epoch:  130 ; loss:  0.8388919830322266 ; train_acc:  0.7696428571428572 ; test_acc:  0.7357142857142858 ; train_prec:  0.6079811139726303 ; test_prec:  0.5797310044236273 ; epoch time:  0.01
epoch:  140 ; loss:  0.794524610042572 ; train_acc:  0.7696428571428572 ; test_acc:  0.7428571428571429 ; train_prec:  0.6079811139726303 ; test_prec:  0.6112862547288777 ; epoch time:  0.01
epoch:  150 ; loss:  0.7542623281478882 ; train_acc:  0.775 ; test_acc:  0.7428571428571429 ; train_prec:  0.6234205113135469 ; test_prec:  0.6112862547288777 ; epoch time:  0.01
epoch:  160 ; loss:  0.718232274055481 ; train_acc:  0.7767857142857143 ; test_acc:  0.7428571428571429 ; train_prec:  0.6239427616050354 ; test_prec:  0.6112862547288777 ; epoch time:  0.01
epoch:  170 ; loss:  0.6840342879295349 ; train_acc:  0.8767857142857143 ; test_acc:  0.85 ; train_prec:  0.6559876993871817 ; test_prec:  0.6459016393442623 ; epoch time:  0.01
epoch:  180 ; loss:  0.6488780379295349 ; train_acc:  0.8732142857142857 ; test_acc:  0.85 ; train_prec:  0.6518852199045038 ; test_prec:  0.6449967083607637 ; epoch time:  0.01
epoch:  190 ; loss:  0.6074850559234619 ; train_acc:  0.8785714285714286 ; test_acc:  0.85 ; train_prec:  0.655000050707882 ; test_prec:  0.6449967083607637 ; epoch time:  0.01
epoch:  200 ; loss:  0.5533553957939148 ; train_acc:  0.8767857142857143 ; test_acc:  0.85 ; train_prec:  0.6527915865141237 ; test_prec:  0.6449967083607637 ; epoch time:  0.01
epoch:  210 ; loss:  0.49908751249313354 ; train_acc:  0.875 ; test_acc:  0.8428571428571429 ; train_prec:  0.6506039258973978 ; test_prec:  0.6346438172043011 ; epoch time:  0.01
epoch:  220 ; loss:  0.456551194190979 ; train_acc:  0.8803571428571428 ; test_acc:  0.8428571428571429 ; train_prec:  0.901470230493219 ; test_prec:  0.6346438172043011 ; epoch time:  0.01
epoch:  230 ; loss:  0.4210952818393707 ; train_acc:  0.8821428571428571 ; test_acc:  0.8428571428571429 ; train_prec:  0.9024905345438261 ; test_prec:  0.6346438172043011 ; epoch time:  0.01
epoch:  240 ; loss:  0.39209482073783875 ; train_acc:  0.8857142857142857 ; test_acc:  0.85 ; train_prec:  0.8247908129515562 ; test_prec:  0.8058243727598566 ; epoch time:  0.01
epoch:  250 ; loss:  0.36837559938430786 ; train_acc:  0.9142857142857143 ; test_acc:  0.8785714285714286 ; train_prec:  0.8835395898236245 ; test_prec:  0.868619572140422 ; epoch time:  0.01
epoch:  260 ; loss:  0.34833070635795593 ; train_acc:  0.9696428571428571 ; test_acc:  0.9714285714285714 ; train_prec:  0.9580285896675939 ; test_prec:  0.9711021505376345 ; epoch time:  0.01
